diameter,weight,hexcode,fruit
7.19,134.01,#995302,orange
12.1,207.12,#9F450B,grapefruit
12.63,215.28,#9B4719,grapefruit
10.87,188.13,#93480C,grapefruit
7.09,132.73,#A16302,orange
9.53,166.22,#884516,grapefruit
9.07,161.86,#A04602,orange
8.53,153.3,#A13C02,orange
12.59,214.48,#973E0A,grapefruit
7.96,144.89,#9E530A,orange
13.92,235.98,#8C461D,grapefruit
9.25,164.44,#9B3C16,orange
10.2,177.56,#954C02,grapefruit
12.6,214.65,#8F4313,grapefruit
11.59,199.42,#903C0E,grapefruit
10.04,174.88,#933D10,grapefruit
8.4,151.33,#8C6A02,orange
10.42,180.42,#98560F,grapefruit
8.76,156.77,#8D4B02,orange
9.96,173.92,#943F07,grapefruit
7.94,144.65,#AA5502,orange
7.62,139.78,#9C5702,orange
10.83,186.63,#9A4E0A,orange
5.73,113.46,#A35912,orange
13.71,232.13,#8F4F02,grapefruit
8.88,158.75,#99560A,orange
6.53,123.44,#A65209,orange
10.22,178.67,#9C4002,orange
10.13,177.51,#934B02,orange
10.89,188.56,#8E4825,grapefruit
13.2,224.02,#9A3B17,grapefruit
8.81,157.63,#994C11,orange
13.11,222.49,#924B03,grapefruit
9.34,165.95,#A44B06,orange
8.17,148.2,#925802,orange
10.03,174.83,#9E3D12,grapefruit
9.46,165.19,#8A551A,grapefruit
12.99,220.72,#9F4011,grapefruit
10.6,183.19,#944E18,grapefruit
9.43,167.27,#A45502,orange
12.72,216.58,#A0481D,grapefruit
7.51,138.24,#8E4C04,orange
10.79,186.16,#8C4705,orange
11.48,197.99,#954A0C,grapefruit
7.79,142.14,#B04A06,orange
8.16,148.02,#9A5208,orange
13.66,231.45,#A34E08,grapefruit
6.89,129.52,#8F4E04,orange
9.67,169.32,#A83E0E,grapefruit
13.4,227.42,#A34013,grapefruit
14.5,242.81,#8D4716,grapefruit
11.26,192.32,#A8530B,orange
6.92,130.19,#A84402,orange
9.23,164.13,#984B02,orange
11.3,195.07,#AB6204,grapefruit
12.11,207.12,#A74009,grapefruit
8.8,157.42,#995B02,orange
11.42,196.89,#91490D,grapefruit
10.13,177.54,#8F4903,orange
8.92,159.58,#A35C12,orange
10.44,180.95,#864D1A,grapefruit
11.22,193.84,#965E1B,grapefruit
6.38,121.64,#97530C,orange
8.3,149.81,#9E600D,orange
11.5,198.09,#9E400E,grapefruit
10.52,182.11,#9A5B08,grapefruit
12.45,212.07,#A5531C,grapefruit
7.21,134.09,#914405,orange
10.16,177.95,#A54016,orange
11.22,193.7,#9E4904,grapefruit
9.86,172.34,#8A5714,grapefruit
7.74,141.25,#A94402,orange
8.27,149.44,#A05A02,orange
12.63,215.28,#944420,grapefruit
7.48,137.93,#9D5B12,orange
10.71,185.17,#845315,grapefruit
9.71,169.79,#AB3704,grapefruit
12.97,220.64,#8E470B,grapefruit
8.19,148.32,#95480B,orange
11.51,198.53,#8A4808,grapefruit
8.87,158.68,#A65509,orange
12.0,205.55,#9A4D0A,grapefruit
10.47,181.4,#92450A,grapefruit
10.87,188.01,#8B3204,grapefruit
10.11,177.32,#8D7102,orange
9.52,168.8,#A54C0A,orange
12.6,214.76,#8F501F,grapefruit
8.07,146.73,#856302,orange
9.26,164.71,#9E5602,orange
9.38,163.86,#984522,grapefruit
7.72,141.06,#9A4A02,orange
13.05,221.33,#9B4906,grapefruit
7.27,134.79,#914909,orange
9.23,164.18,#A35502,orange
7.67,140.45,#984B02,orange
13.07,221.77,#9C3611,grapefruit
12.73,216.88,#9F4B20,grapefruit
10.56,183.15,#9A4C09,orange
9.22,161.03,#9E440F,grapefruit
9.0,160.65,#9A4002,orange
9.68,169.34,#9A3C08,grapefruit
12.2,208.29,#963202,grapefruit
7.85,143.17,#A36A03,orange
5.91,115.37,#995402,orange
10.39,181.26,#A05802,orange
11.15,192.58,#98420E,grapefruit
8.64,154.81,#A25E02,orange
11.98,205.35,#AE4A05,grapefruit
10.17,176.82,#9B5102,grapefruit
10.99,190.07,#9A3712,grapefruit
10.49,181.69,#99341B,grapefruit
7.64,140.01,#9C4C05,orange
10.98,189.83,#A3540E,grapefruit
10.79,186.49,#854305,grapefruit
10.44,181.87,#945502,orange
11.76,202.44,#9A3918,grapefruit
11.45,197.42,#A73018,grapefruit
10.79,186.19,#985103,orange
11.22,193.89,#8C550D,grapefruit
7.32,135.74,#A15807,orange
7.42,136.76,#9F5207,orange
7.83,142.81,#924402,orange
5.99,116.21,#9D6105,orange
7.7,140.84,#996202,orange
9.97,175.77,#996102,orange
11.41,196.78,#9F3B1D,grapefruit
10.07,176.82,#9A540A,orange
5.89,115.24,#994A05,orange
12.41,211.43,#89480B,grapefruit
8.61,154.38,#8B4D02,orange
8.13,147.66,#AB4807,orange
12.02,205.85,#9D4C0B,grapefruit
10.87,188.07,#9B4007,grapefruit
10.48,181.53,#9C4402,grapefruit
11.75,202.25,#954B07,grapefruit
8.24,149.16,#9F5302,orange
9.66,168.98,#954B02,grapefruit
8.49,152.79,#B54516,orange
9.28,161.93,#95451D,grapefruit
12.55,218.07,#8F4D04,orange
11.4,196.7,#8C4706,grapefruit
9.4,164.36,#994710,grapefruit
9.88,172.5,#974519,grapefruit
8.82,157.79,#825D18,orange
9.91,172.93,#963E1A,grapefruit
8.64,154.84,#A15202,orange
9.81,173.39,#9E5002,orange
8.54,153.37,#AA5002,orange
7.96,144.96,#943F02,orange
7.81,142.54,#955502,orange
10.76,186.05,#8C4A2F,grapefruit
9.29,162.09,#A44902,grapefruit
8.46,152.47,#964C04,orange
7.38,136.2,#9A5D02,orange
9.12,159.18,#A13715,grapefruit
8.62,154.55,#8F3F13,orange
13.58,230.2,#944B27,grapefruit
8.22,148.81,#9E5606,orange
8.53,153.29,#9D5005,orange
9.08,157.78,#A45509,grapefruit
6.69,126.24,#A35504,orange
10.0,176.18,#934611,orange
8.14,147.77,#A84909,orange
13.22,224.25,#99660B,grapefruit
9.2,163.78,#A05702,orange
3.91,88.05,#A64E03,orange
9.01,160.85,#9B4E0A,orange
9.38,166.51,#A34F02,orange
8.56,153.52,#A14217,orange
9.32,162.95,#AA5F03,grapefruit
7.62,139.68,#9F4602,orange
8.54,153.38,#9B5902,orange
9.78,173.05,#934C02,orange
7.9,144.24,#9A4902,orange
8.34,150.3,#976302,orange
8.26,149.38,#A75502,orange
9.07,161.8,#995B06,orange
12.73,216.77,#9D4B11,grapefruit
6.82,127.77,#A45C07,orange
11.15,192.56,#94510F,grapefruit
9.63,168.05,#953D18,grapefruit
11.39,194.81,#935002,orange
11.8,203.12,#994602,orange
10.92,188.94,#883311,grapefruit
14.36,242.65,#8C4802,grapefruit
8.36,150.8,#A16402,orange
10.53,182.16,#964706,grapefruit
11.11,191.9,#A33E14,grapefruit
11.93,204.78,#8E4B1E,grapefruit
12.66,215.62,#8D5219,grapefruit
9.8,173.32,#AC5602,orange
7.99,145.45,#995502,orange
10.73,185.34,#8F3D03,grapefruit
10.02,176.24,#AB4C02,orange
9.82,173.53,#934A02,orange
11.34,195.82,#953D15,grapefruit
10.72,185.3,#9F4606,grapefruit
12.84,218.54,#915706,grapefruit
11.5,198.22,#A4360E,grapefruit
8.47,152.6,#A53A02,orange
11.48,197.89,#904017,grapefruit
6.23,119.98,#91450C,orange
10.68,184.65,#A14218,grapefruit
9.79,171.33,#9F5002,grapefruit
12.11,207.14,#B1471B,grapefruit
12.79,217.77,#A54C0D,grapefruit
8.66,155.24,#A45F02,orange
8.25,149.19,#9A550B,orange
12.33,210.36,#8F460C,grapefruit
8.17,148.15,#9F5407,orange
8.32,150.04,#A35C02,orange
11.73,201.87,#923D03,grapefruit
9.3,162.21,#904404,grapefruit
7.36,136.06,#99540E,orange
7.62,139.82,#A34E02,orange
14.09,238.78,#944D06,grapefruit
9.61,170.16,#A24E06,orange
10.28,178.41,#A13B0D,grapefruit
8.06,146.43,#984707,orange
9.78,171.13,#A53622,grapefruit
11.44,197.18,#97560C,grapefruit
9.14,162.99,#965502,orange
7.55,138.85,#A74E09,orange
6.61,125.07,#A44A0B,orange
12.73,216.84,#9F4714,grapefruit
12.41,211.44,#8F4015,grapefruit
11.41,196.83,#A7471D,grapefruit
9.98,175.87,#995402,orange
8.09,146.98,#AD4112,orange
7.86,143.35,#9A5A02,orange
11.59,199.55,#8F511E,grapefruit
10.93,189.02,#A03B11,grapefruit
9.51,168.64,#945102,orange
12.45,212.04,#A85829,grapefruit
9.49,168.35,#995302,orange
7.94,144.59,#A55111,orange
11.63,200.02,#974007,grapefruit
12.17,207.96,#9D3E1C,grapefruit
11.12,191.09,#A25A06,orange
9.3,165.41,#9A4B09,orange
10.39,180.07,#954012,grapefruit
13.53,229.15,#955502,grapefruit
10.64,184.22,#976109,orange
11.5,198.3,#A8361A,grapefruit
11.91,204.44,#AD4B1B,grapefruit
8.94,159.92,#9F4E02,orange
6.28,120.66,#925C16,orange
8.65,155.1,#9D4D03,orange
8.36,150.7,#935604,orange
10.78,186.46,#994A07,grapefruit
7.86,143.47,#A84003,orange
8.05,146.36,#995D0A,orange
8.54,153.34,#B65910,orange
9.08,161.98,#9A5402,orange
10.42,180.57,#AA390C,grapefruit
9.1,158.59,#9F3806,grapefruit
9.05,157.21,#AC4B1E,grapefruit
8.62,154.61,#A34D02,orange
6.97,131.02,#A25802,orange
11.85,203.44,#A04702,grapefruit
8.19,148.42,#B34202,orange
10.63,183.68,#954A18,grapefruit
12.06,206.47,#903905,grapefruit
9.6,170.04,#A56002,orange
9.89,174.44,#B44007,orange
10.55,182.46,#A32F18,grapefruit
8.05,146.38,#A64F0C,orange
9.81,173.37,#A05C09,orange
8.42,151.71,#986902,orange
12.09,206.98,#9B5324,grapefruit
11.83,203.25,#92310F,grapefruit
12.8,217.94,#993D12,grapefruit
12.09,206.94,#9A3502,grapefruit
5.81,114.92,#A1620B,orange
10.54,182.37,#934014,grapefruit
10.95,188.51,#AB6102,orange
11.44,197.25,#A74715,grapefruit
13.53,229.33,#962D04,grapefruit
8.05,146.34,#9F5802,orange
12.59,214.56,#923207,grapefruit
6.73,126.75,#935402,orange
9.16,163.21,#9C5902,orange
13.24,224.57,#974516,grapefruit
10.93,188.99,#A94A15,grapefruit
8.55,153.46,#9E4C02,orange
12.01,205.8,#8C4104,grapefruit
8.84,158.12,#AB5913,orange
9.57,169.64,#A74802,orange
9.95,173.8,#904102,grapefruit
10.64,183.89,#954503,grapefruit
9.95,175.51,#865302,orange
8.87,158.67,#A84D0C,orange
11.69,200.38,#9F5609,orange
11.11,191.95,#94451C,grapefruit
9.87,172.43,#9D2F1C,grapefruit
11.1,191.89,#9B4314,grapefruit
11.34,195.69,#8F5302,grapefruit
10.45,181.12,#825B15,grapefruit
12.45,212.08,#954A27,grapefruit
10.88,188.22,#9A3719,grapefruit
8.16,148.1,#956902,orange
10.18,178.43,#9F4913,orange
7.77,141.73,#9D5302,orange
12.11,207.14,#924F05,grapefruit
9.83,172.01,#984C02,grapefruit
12.1,207.1,#8D4F22,grapefruit
11.26,194.65,#965213,grapefruit
6.52,123.43,#8E6202,orange
10.42,180.46,#9C5415,grapefruit
9.02,161.01,#9F4C05,orange
10.15,176.46,#A6521D,grapefruit
9.37,166.2,#8F5B0A,orange
8.05,146.34,#A35102,orange
11.34,195.81,#904E0B,grapefruit
8.02,145.92,#9C5109,orange
11.5,198.2,#943805,grapefruit
10.16,178.11,#97460E,orange
9.61,170.13,#8F5505,orange
10.43,180.82,#7F4F0B,grapefruit
12.22,208.73,#8D3A19,grapefruit
7.05,132.15,#A65A02,orange
9.43,167.36,#954802,orange
9.23,161.15,#973715,grapefruit
6.32,121.04,#A65409,orange
7.46,137.53,#88490A,orange
10.58,182.96,#A4331B,grapefruit
8.55,153.44,#9E4E02,orange
7.61,139.68,#9B500D,orange
7.3,135.24,#935D02,orange
8.38,151.05,#A05202,orange
11.0,190.18,#854D0A,grapefruit
10.43,181.75,#884E0C,orange
6.75,127.04,#895212,orange
10.59,183.1,#A04D18,grapefruit
12.44,211.93,#955A15,grapefruit
11.8,202.88,#863F02,grapefruit
12.43,211.8,#963D16,grapefruit
8.81,157.66,#A15C02,orange
8.54,153.35,#A05C02,orange
9.53,169.07,#A85006,orange
8.55,153.4,#99580E,orange
7.67,140.43,#9E5807,orange
6.81,127.67,#9B4E06,orange
11.01,190.47,#975706,grapefruit
9.94,173.56,#A04015,grapefruit
8.08,146.83,#944402,orange
7.01,131.6,#914F07,orange
11.1,191.83,#8F3827,grapefruit
6.97,131.02,#8A5802,orange
8.34,150.43,#A1480E,orange
10.18,177.01,#9A470F,grapefruit
7.78,141.99,#A74C02,orange
13.42,227.65,#A33318,grapefruit
8.91,159.45,#995302,orange
12.09,206.95,#9B4C02,grapefruit
8.06,146.44,#8C500D,orange
9.13,162.72,#AA5606,orange
7.31,135.52,#A55D02,orange
13.19,223.69,#A24F02,grapefruit
9.24,164.36,#AB5002,orange
10.57,182.69,#AB4602,grapefruit
7.68,140.53,#9F5C0A,orange
11.21,193.58,#913709,grapefruit
9.64,170.68,#A54107,orange
8.77,157.05,#955409,orange
8.43,152.06,#A26304,orange
7.72,140.99,#A45402,orange
6.95,130.9,#984702,orange
7.2,134.05,#916302,orange
9.06,161.58,#9D4F09,orange
12.18,208.12,#864913,grapefruit
9.84,173.86,#9F6F12,orange
10.54,182.33,#963F17,grapefruit
10.19,177.26,#843F1D,grapefruit
10.9,187.91,#9B4F05,orange
7.61,139.62,#915604,orange
7.1,132.99,#A0551D,orange
9.94,173.58,#A14002,grapefruit
9.84,173.84,#AC5702,orange
11.07,191.35,#94430F,grapefruit
9.69,171.41,#975E0D,orange
8.85,158.21,#96430C,orange
8.89,158.92,#9C5F02,orange
11.39,196.7,#AE4819,grapefruit
8.17,148.25,#975602,orange
6.33,121.36,#A35D0A,orange
9.46,165.32,#903F08,grapefruit
11.3,195.05,#9B3D02,grapefruit
6.91,129.99,#A04C02,orange
12.58,214.26,#A5471F,grapefruit
6.65,125.71,#8F5511,orange
9.37,163.6,#8B4502,grapefruit
7.86,143.45,#AB6002,orange
9.77,172.82,#986915,orange
7.91,144.33,#9C430C,orange
8.41,151.69,#995D03,orange
6.44,122.41,#955402,orange
7.55,138.83,#9D5A02,orange
5.48,108.93,#A54308,orange
7.13,133.21,#9C5D02,orange
10.21,177.63,#9C4512,grapefruit
11.31,195.42,#AD3F2B,grapefruit
10.34,180.37,#8B4A09,orange
11.26,194.63,#9F4602,grapefruit
7.29,135.21,#A24D0D,orange
6.93,130.54,#996102,orange
7.98,145.27,#965B0C,orange
11.48,197.96,#974813,grapefruit
6.07,117.17,#984904,orange
12.32,210.19,#903C08,grapefruit
9.87,172.39,#99581A,grapefruit
12.61,214.91,#A04316,grapefruit
8.62,154.6,#9E620A,orange
11.7,201.39,#983813,grapefruit
12.47,212.51,#94400E,grapefruit
10.92,188.84,#984D12,grapefruit
10.15,177.84,#A84702,orange
11.81,203.03,#A14A12,grapefruit
10.75,185.69,#A15204,grapefruit
9.52,168.7,#935002,orange
10.64,183.79,#A03D0F,grapefruit
9.48,168.29,#945302,orange
11.8,202.92,#87340E,grapefruit
5.76,113.79,#A85E1E,orange
15.16,253.64,#884C14,grapefruit
10.78,186.0,#A34C02,orange
8.47,152.65,#A54E03,orange
12.74,216.9,#9B4F0B,grapefruit
9.95,175.5,#A8510D,orange
12.06,206.42,#A04C0D,grapefruit
13.2,223.79,#A04116,grapefruit
8.36,150.79,#924702,orange
9.98,175.88,#AA5705,orange
10.25,178.1,#9D4109,grapefruit
10.53,182.26,#973721,grapefruit
9.73,172.17,#984114,orange
6.55,123.73,#8F5708,orange
11.33,195.67,#9F4319,grapefruit
11.19,193.22,#8F3C02,grapefruit
8.14,147.69,#9D4B0F,orange
10.81,186.85,#A53402,grapefruit
5.45,108.63,#914B12,orange
7.92,144.42,#994802,orange
8.67,155.31,#A65202,orange
13.75,232.92,#A83B15,grapefruit
9.93,175.28,#936407,orange
6.42,122.2,#9B5311,orange
12.58,214.47,#92581A,grapefruit
11.86,203.75,#995807,grapefruit
11.25,194.45,#94400A,grapefruit
13.02,221.06,#994616,grapefruit
11.8,202.87,#A44F1E,grapefruit
11.83,203.3,#964011,grapefruit
10.87,187.27,#9D6602,orange
9.45,167.67,#994406,orange
7.03,131.97,#AF4A0A,orange
11.45,197.43,#96540A,grapefruit
11.16,192.72,#8D420B,grapefruit
11.96,205.14,#803519,grapefruit
11.17,192.75,#AC3502,grapefruit
12.14,207.54,#94511D,grapefruit
10.11,175.94,#7F520E,grapefruit
8.68,155.46,#A04902,orange
8.8,152.88,#934905,grapefruit
8.51,153.0,#994406,orange
10.65,184.22,#974B03,grapefruit
7.26,134.73,#95530C,orange
7.4,136.45,#9B640F,orange
10.2,177.41,#944A1B,grapefruit
10.86,187.86,#904913,grapefruit
8.78,157.24,#8C5903,orange
10.42,181.68,#A65B0A,orange
7.82,142.8,#975B13,orange
14.06,238.28,#8C4316,grapefruit
7.9,144.16,#955604,orange
11.75,202.13,#9D4009,grapefruit
11.05,191.0,#9D5110,grapefruit
13.02,221.13,#A44522,grapefruit
12.14,207.6,#9E4D0F,grapefruit
10.02,176.22,#AC5008,orange
6.85,128.54,#B4690B,orange
8.56,153.51,#955802,orange
7.91,144.29,#925418,orange
5.08,104.56,#9C5E02,orange
8.51,153.07,#A15005,orange
9.45,167.79,#AD4A02,orange
9.68,169.38,#843C12,grapefruit
8.9,154.45,#964302,grapefruit
5.57,110.75,#9F5302,orange
11.15,191.23,#904908,orange
14.07,238.31,#944607,grapefruit
8.42,151.79,#A14302,orange
8.07,146.58,#A86202,orange
9.75,172.37,#984A02,orange
9.03,161.25,#95620E,orange
9.34,165.91,#944D02,orange
10.61,183.39,#99480D,grapefruit
7.53,138.67,#9A5E02,orange
9.64,170.66,#975409,orange
13.68,231.76,#8C4608,grapefruit
11.84,203.39,#9C5102,grapefruit
7.17,133.71,#975302,orange
11.21,191.82,#9E4E02,orange
6.67,125.94,#954D04,orange
12.96,220.27,#905122,grapefruit
7.78,142.03,#924A23,orange
6.78,127.35,#954F14,orange
12.13,207.43,#9B4C11,grapefruit
11.86,203.72,#9C4A02,grapefruit
10.96,189.53,#955120,grapefruit
9.66,171.13,#A25602,orange
11.74,201.98,#8A4F0B,grapefruit
11.59,199.56,#9A4820,grapefruit
8.31,149.9,#993C08,orange
9.59,169.87,#A95A02,orange
11.23,194.02,#8B5919,grapefruit
11.39,196.7,#8D4C18,grapefruit
12.64,215.37,#914415,grapefruit
8.98,160.39,#A35602,orange
12.23,208.88,#803E11,grapefruit
9.58,169.8,#8C6502,orange
11.24,194.32,#942E06,grapefruit
9.87,174.07,#9F401B,orange
7.74,141.27,#9A5602,orange
8.67,155.35,#9E5C0F,orange
9.15,163.11,#955C0A,orange
12.19,208.26,#924F1A,grapefruit
9.56,169.43,#A95902,orange
12.39,211.05,#943914,grapefruit
11.32,195.56,#9E4E0A,grapefruit
13.3,225.51,#964615,grapefruit
10.89,188.51,#985716,grapefruit
7.46,137.54,#9C6A12,orange
13.04,221.29,#904A0D,grapefruit
10.89,188.57,#983A06,grapefruit
10.86,187.04,#9C4302,orange
7.06,132.24,#9E520A,orange
7.48,137.88,#AD4E09,orange
12.21,208.52,#AA5221,grapefruit
8.74,156.54,#8E5502,orange
12.48,212.72,#864E12,grapefruit
10.48,181.61,#8F3C16,grapefruit
11.2,191.8,#993111,orange
12.01,205.64,#944702,grapefruit
5.79,114.39,#904902,orange
13.15,222.94,#9A4709,grapefruit
13.4,227.45,#874C16,grapefruit
9.95,173.8,#924D10,grapefruit
7.75,141.35,#974E02,orange
8.38,150.97,#A15F0F,orange
7.78,141.99,#975702,orange
11.47,197.77,#AB420C,grapefruit
11.88,203.88,#99430F,grapefruit
11.21,193.64,#965913,grapefruit
9.85,173.95,#964A02,orange
13.92,235.9,#AA4A05,grapefruit
9.0,156.08,#8F3B0B,grapefruit
9.06,157.57,#954A15,grapefruit
8.45,152.26,#9E450A,orange
11.87,203.76,#965613,grapefruit
8.17,148.15,#954A11,orange
12.78,217.61,#9C4322,grapefruit
10.5,181.71,#943F02,grapefruit
10.04,175.07,#A94C12,grapefruit
12.41,211.53,#923915,grapefruit
11.05,190.98,#A54B1B,grapefruit
12.25,209.27,#943E02,grapefruit
12.56,213.88,#9E4502,grapefruit
8.77,157.12,#7D6304,orange
8.19,148.36,#9C580D,orange
9.05,161.5,#A95A0F,orange
7.23,134.33,#9B4F14,orange
8.27,149.46,#825219,orange
11.55,199.0,#864D0B,grapefruit
10.4,180.11,#82451B,grapefruit
12.9,219.14,#964D18,grapefruit
10.56,182.6,#9C400C,grapefruit
7.67,140.32,#94560A,orange
8.73,156.31,#A35302,orange
12.94,219.81,#9D2E16,grapefruit
10.74,185.5,#843910,grapefruit
6.53,123.47,#904B0C,orange
11.28,194.88,#883B06,grapefruit
10.96,189.56,#9E480E,grapefruit
10.94,189.17,#9B4E0C,grapefruit
11.17,192.93,#A03802,grapefruit
10.12,176.19,#943F05,grapefruit
9.72,169.92,#9A4B02,grapefruit
7.49,137.97,#8B5602,orange
9.22,163.96,#964E02,orange
6.33,121.33,#9A5602,orange
12.57,214.14,#A44319,grapefruit
10.7,185.03,#8F410D,grapefruit
9.36,166.05,#A65702,orange
10.12,176.18,#9B3B0B,grapefruit
9.16,163.24,#974805,orange
9.55,166.7,#922D10,grapefruit
10.44,180.92,#9E4522,grapefruit
11.85,203.54,#9D4111,grapefruit
7.01,131.62,#994212,orange
7.84,143.08,#964D02,orange
9.95,173.83,#95451A,grapefruit
9.89,172.65,#97370A,grapefruit
8.52,153.17,#804E02,orange
11.79,202.82,#964415,grapefruit
6.08,117.2,#A56102,orange
8.8,157.41,#99510A,orange
7.98,145.38,#9F4702,orange
10.87,187.12,#B16806,orange
13.56,229.83,#8E4102,grapefruit
8.08,146.82,#A45A02,orange
11.55,198.99,#9A4011,grapefruit
11.28,194.83,#99430C,grapefruit
10.53,182.21,#8A3A14,grapefruit
6.15,118.33,#9A5A0C,orange
9.84,172.05,#8A430E,grapefruit
10.91,188.09,#995104,orange
10.01,176.19,#A3500F,orange
11.95,205.01,#9F4705,grapefruit
10.83,187.39,#914613,grapefruit
10.6,183.17,#954B05,grapefruit
13.45,227.91,#9B521E,grapefruit
12.16,207.89,#933702,grapefruit
7.64,139.96,#A24F02,orange
7.77,141.86,#9F560C,orange
7.55,138.84,#A04D02,orange
8.36,150.78,#974902,orange
7.58,139.24,#A74D02,orange
8.4,151.38,#8C5512,orange
11.54,198.84,#B43917,grapefruit
8.59,154.09,#A24802,orange
12.56,214.01,#974402,grapefruit
10.86,187.87,#9F4502,grapefruit
9.77,172.74,#A84C08,orange
8.21,148.67,#8C3602,orange
7.69,140.65,#A15407,orange
7.52,138.36,#9D4A02,orange
11.26,194.57,#9D4B21,grapefruit
10.41,180.26,#A5471A,grapefruit
7.61,139.54,#9A4C08,orange
12.51,213.3,#843E14,grapefruit
9.59,169.85,#A94604,orange
12.46,212.32,#93400A,grapefruit
10.78,186.03,#8E450A,orange
7.97,145.1,#A14502,orange
12.15,207.73,#AC480E,grapefruit
9.57,169.64,#915507,orange
8.59,149.33,#8E3A0B,grapefruit
6.81,127.7,#9C5209,orange
13.61,230.69,#9D360B,grapefruit
12.54,213.54,#8F4B10,grapefruit
8.55,153.41,#995402,orange
8.32,150.04,#9B5803,orange
9.43,167.28,#9D5C02,orange
12.6,214.76,#993B02,grapefruit
12.17,208.0,#9B4A02,grapefruit
13.22,224.37,#A14D23,grapefruit
9.96,175.6,#A26B02,orange
11.11,191.94,#8F4A18,grapefruit
8.9,159.08,#9B4502,orange
11.04,190.74,#8C4F04,grapefruit
10.0,176.15,#A85914,orange
7.82,142.71,#AE4C02,orange
14.63,244.68,#AC4F1C,grapefruit
8.22,148.82,#9F4E02,orange
9.81,173.4,#A04D02,orange
9.16,163.25,#AC5102,orange
7.42,136.68,#A45E02,orange
10.55,182.49,#A24408,grapefruit
11.81,203.01,#8E3D02,grapefruit
10.37,179.78,#985126,grapefruit
9.03,156.5,#995910,grapefruit
10.35,179.36,#99490A,grapefruit
11.29,194.98,#914E11,grapefruit
11.53,198.63,#9C3D20,grapefruit
7.03,131.92,#9B5106,orange
11.96,205.06,#8C4A15,grapefruit
11.69,201.19,#AA440F,grapefruit
12.39,211.16,#894118,grapefruit
11.66,200.58,#8E5002,grapefruit
9.39,166.71,#9D6D0E,orange
8.47,152.59,#975102,orange
9.22,163.96,#A5500E,orange
10.5,181.8,#8F590D,grapefruit
8.3,149.81,#894C02,orange
9.68,169.37,#983902,grapefruit
10.63,183.68,#A23402,grapefruit
11.45,197.52,#8E410F,grapefruit
9.56,169.44,#A05206,orange
13.17,223.55,#A54B1A,grapefruit
12.26,209.36,#A53C02,grapefruit
13.16,223.49,#924D02,grapefruit
12.06,206.42,#933302,grapefruit
11.41,196.81,#954902,grapefruit
7.39,136.33,#BD5010,orange
6.63,125.38,#904706,orange
10.88,187.39,#954902,orange
13.2,223.97,#9D4602,grapefruit
10.94,188.44,#955A02,orange
7.3,135.33,#A3510B,orange
12.49,212.98,#964A10,grapefruit
7.11,133.04,#A24902,orange
13.74,232.52,#983E12,grapefruit
7.63,139.91,#985202,orange
10.57,183.17,#9A5F02,orange
10.98,189.85,#9D4E0C,grapefruit
9.49,168.4,#9B4602,orange
9.76,170.6,#8F490F,grapefruit
9.27,165.02,#9A5102,orange
8.77,156.94,#B04902,orange
9.81,173.45,#9E5402,orange
11.31,195.48,#A64916,grapefruit
9.33,165.76,#9F5202,orange
9.02,161.02,#995C02,orange
7.01,131.73,#994B0A,orange
12.84,218.48,#994519,grapefruit
8.16,148.04,#A55208,orange
8.0,145.65,#916315,orange
11.07,191.37,#955918,grapefruit
8.81,157.56,#9E4006,orange
8.08,146.8,#9E5206,orange
6.82,128.08,#964E05,orange
7.52,138.42,#A75902,orange
12.51,213.34,#933802,grapefruit
12.0,205.58,#A73608,grapefruit
12.2,208.34,#AA4915,grapefruit
11.68,201.07,#94491F,grapefruit
10.26,178.28,#903A0D,grapefruit
13.54,229.54,#8A4102,grapefruit
13.89,235.31,#944307,grapefruit
6.65,125.61,#A75C04,orange
7.74,141.27,#9D4C02,orange
11.51,198.39,#8D3C0F,grapefruit
8.76,156.75,#A54D02,orange
9.14,162.98,#9E5702,orange
11.73,201.82,#A14F0D,grapefruit
12.31,210.02,#913A10,grapefruit
7.69,140.69,#92520A,orange
7.1,132.88,#955408,orange
13.2,223.86,#9D4A1F,grapefruit
14.03,237.25,#9F4723,grapefruit
10.37,180.86,#8D3B02,orange
10.89,187.66,#8A5C02,orange
9.38,166.49,#954B02,orange
7.56,138.88,#96530E,orange
9.02,160.94,#934802,orange
9.3,165.54,#974D02,orange
12.43,211.81,#A54A29,grapefruit
9.33,165.79,#9D510C,orange
9.75,172.36,#AA5502,orange
8.65,155.14,#9B4806,orange
11.47,197.81,#9B3A18,grapefruit
9.65,168.74,#93420C,grapefruit
11.5,198.28,#993822,grapefruit
7.88,143.77,#9F5415,orange
9.82,171.59,#924912,grapefruit
6.04,116.88,#8C5D02,orange
10.46,181.32,#A44113,grapefruit
7.85,143.25,#8E5002,orange
9.2,160.93,#8A4908,grapefruit
12.14,207.61,#8B411B,grapefruit
11.97,205.24,#944609,grapefruit
9.45,167.7,#975D02,orange
